example_id                                                       | status  | run_time        |
./spec/documentation/documentation_examples_spec.rb[1:1:7:1]     | passed  | 0.01339 seconds |
./spec/documentation/documentation_examples_spec.rb[1:2:1:1]     | passed  | 0.00661 seconds |
./spec/documentation/documentation_examples_spec.rb[1:2:1:2]     | passed  | 0.00835 seconds |
./spec/documentation/documentation_examples_spec.rb[1:2:2:1]     | passed  | 4.38 seconds    |
./spec/documentation/documentation_examples_spec.rb[1:2:2:2]     | passed  | 1.68 seconds    |
./spec/documentation/documentation_examples_spec.rb[1:2:3:1]     | passed  | 1.42 seconds    |
./spec/documentation/documentation_examples_spec.rb[1:2:3:2]     | passed  | 1.45 seconds    |
./spec/documentation/documentation_examples_spec.rb[1:2:3:3]     | passed  | 1.46 seconds    |
./spec/documentation/documentation_examples_spec.rb[1:2:4:1]     | passed  | 1.46 seconds    |
./spec/documentation/documentation_examples_spec.rb[1:2:5:1]     | passed  | 0.00831 seconds |
./spec/documentation/documentation_examples_spec.rb[1:2:5:2]     | passed  | 0.01165 seconds |
./spec/documentation/documentation_examples_spec.rb[1:2:5:3]     | passed  | 0.00801 seconds |
./spec/documentation/documentation_examples_spec.rb[1:2:6:1]     | passed  | 0.00353 seconds |
./spec/documentation/documentation_examples_spec.rb[1:2:7:1]     | passed  | 0.00814 seconds |
./spec/documentation/documentation_examples_spec.rb[1:3:1]       | passed  | 0.00081 seconds |
./spec/documentation/documentation_examples_spec.rb[1:4:1]       | passed  | 0.00081 seconds |
./spec/documentation/documentation_examples_spec.rb[1:5:1]       | passed  | 0.00093 seconds |
./spec/integration/api_end_to_end_workflow_spec.rb[1:1:1]        | passed  | 4.53 seconds    |
./spec/integration/api_end_to_end_workflow_spec.rb[1:1:2]        | passed  | 0.0347 seconds  |
./spec/integration/api_end_to_end_workflow_spec.rb[1:2:1]        | passed  | 7.24 seconds    |
./spec/integration/api_end_to_end_workflow_spec.rb[1:2:2]        | passed  | 7.32 seconds    |
./spec/integration/api_end_to_end_workflow_spec.rb[1:2:3]        | passed  | 7.2 seconds     |
./spec/integration/api_end_to_end_workflow_spec.rb[1:3:1]        | passed  | 0.01731 seconds |
./spec/integration/api_end_to_end_workflow_spec.rb[1:3:2]        | passed  | 1.66 seconds    |
./spec/integration/fulltext_search_spec.rb[1:1:1]                | passed  | 0.03281 seconds |
./spec/integration/fulltext_search_spec.rb[1:1:2]                | passed  | 0.03413 seconds |
./spec/integration/fulltext_search_spec.rb[1:1:3]                | passed  | 0.0335 seconds  |
./spec/integration/fulltext_search_spec.rb[1:1:4]                | passed  | 0.03245 seconds |
./spec/integration/fulltext_search_spec.rb[1:1:5]                | passed  | 0.03195 seconds |
./spec/integration/fulltext_search_spec.rb[1:1:6]                | passed  | 0.03285 seconds |
./spec/integration/fulltext_search_spec.rb[1:2:1]                | passed  | 0.04422 seconds |
./spec/integration/fulltext_search_spec.rb[1:2:2]                | passed  | 0.0367 seconds  |
./spec/integration/fulltext_search_spec.rb[1:3:1]                | passed  | 1.47 seconds    |
./spec/integration/fulltext_search_spec.rb[1:3:2]                | passed  | 1.42 seconds    |
./spec/integration/fulltext_search_spec.rb[1:3:3]                | passed  | 0.04248 seconds |
./spec/integration/fulltext_search_spec.rb[1:4:1]                | passed  | 0.02416 seconds |
./spec/integration/fulltext_search_spec.rb[1:4:2]                | passed  | 0.02743 seconds |
./spec/integration/fulltext_search_spec.rb[1:5:1]                | passed  | 0.02607 seconds |
./spec/integration/fulltext_search_spec.rb[1:5:2]                | passed  | 0.03202 seconds |
./spec/integration/fulltext_search_spec.rb[1:5:3]                | passed  | 0.03087 seconds |
./spec/integration/fulltext_search_spec.rb[1:5:4]                | passed  | 0.03339 seconds |
./spec/integration/fulltext_search_spec.rb[1:6:1]                | passed  | 0.03348 seconds |
./spec/integration/fulltext_search_spec.rb[1:6:2]                | passed  | 0.04413 seconds |
./spec/integration/fulltext_search_spec.rb[1:7:1]                | passed  | 0.0363 seconds  |
./spec/integration/fulltext_search_spec.rb[1:7:2]                | passed  | 0.04405 seconds |
./spec/integration/fulltext_search_spec.rb[1:7:3]                | passed  | 0.03974 seconds |
./spec/integration/fulltext_search_spec.rb[1:8:1]                | passed  | 0.04666 seconds |
./spec/integration/fulltext_search_spec.rb[1:9:1]                | passed  | 0.03576 seconds |
./spec/integration/fulltext_search_spec.rb[1:10:1]               | passed  | 0.03384 seconds |
./spec/integration/fulltext_search_spec.rb[1:10:2]               | passed  | 0.03371 seconds |
./spec/integration/hybrid_search_performance_spec.rb[1:1:1]      | passed  | 1.42 seconds    |
./spec/integration/hybrid_search_performance_spec.rb[1:1:2]      | passed  | 0.47946 seconds |
./spec/integration/hybrid_search_performance_spec.rb[1:1:3]      | passed  | 0.78072 seconds |
./spec/integration/hybrid_search_performance_spec.rb[1:1:4]      | passed  | 0.45662 seconds |
./spec/integration/hybrid_search_performance_spec.rb[1:2:1]      | passed  | 0.12847 seconds |
./spec/integration/hybrid_search_performance_spec.rb[1:2:2]      | passed  | 0.27639 seconds |
./spec/integration/hybrid_search_performance_spec.rb[1:3:1]      | passed  | 0.00273 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:1:1]       | passed  | 0.02482 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:1:2]       | passed  | 0.02411 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:1:3]       | passed  | 0.02407 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:1:4]       | passed  | 0.02393 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:1:5]       | passed  | 0.03678 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:2:1]       | passed  | 0.02634 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:2:2]       | passed  | 0.0243 seconds  |
./spec/integration/natural_language_query_spec.rb[1:1:2:3]       | passed  | 0.02414 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:2:4]       | passed  | 0.0239 seconds  |
./spec/integration/natural_language_query_spec.rb[1:1:3:1]       | passed  | 0.02369 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:3:2]       | passed  | 0.02289 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:4:1]       | passed  | 0.02823 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:4:2]       | passed  | 0.03053 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:4:3]       | passed  | 0.03118 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:5:1]       | passed  | 0.03686 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:5:2]       | passed  | 0.04052 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:6:1]       | passed  | 0.02355 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:6:2]       | passed  | 0.02366 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:6:3]       | passed  | 0.02298 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:7:1]       | passed  | 0.02412 seconds |
./spec/integration/natural_language_query_spec.rb[1:1:7:2]       | passed  | 0.03191 seconds |
./spec/integration/tag_association_spec.rb[1:1:1]                | passed  | 0.0803 seconds  |
./spec/integration/tag_association_spec.rb[1:1:2]                | passed  | 0.09223 seconds |
./spec/integration/tag_association_spec.rb[1:1:3]                | passed  | 0.08019 seconds |
./spec/integration/tag_association_spec.rb[1:1:4]                | passed  | 0.07943 seconds |
./spec/integration/tag_association_spec.rb[1:1:5]                | passed  | 0.06277 seconds |
./spec/integration/tag_association_spec.rb[1:1:6]                | passed  | 0.07443 seconds |
./spec/integration/tag_association_spec.rb[1:1:7]                | passed  | 0.07409 seconds |
./spec/integration/tag_association_spec.rb[1:2:1]                | passed  | 0.03042 seconds |
./spec/integration/tag_association_spec.rb[1:3:1]                | passed  | 0.03506 seconds |
./spec/integration/vector_storage_retrieval_spec.rb[1:1:1]       | passed  | 0.01433 seconds |
./spec/integration/vector_storage_retrieval_spec.rb[1:1:2]       | passed  | 0.06669 seconds |
./spec/integration/vector_storage_retrieval_spec.rb[1:1:3]       | passed  | 0.03604 seconds |
./spec/integration/vector_storage_retrieval_spec.rb[1:2:1]       | passed  | 0.0404 seconds  |
./spec/integration/vector_storage_retrieval_spec.rb[1:3:1]       | passed  | 0.3566 seconds  |
./spec/integration/vector_storage_retrieval_spec.rb[1:3:2]       | passed  | 0.07386 seconds |
./spec/integration/vector_storage_retrieval_spec.rb[1:4:1]       | passed  | 0.02464 seconds |
./spec/integration/vector_storage_retrieval_spec.rb[1:4:2]       | passed  | 0.01643 seconds |
./spec/integration/vector_storage_retrieval_spec.rb[1:5:1]       | passed  | 0.4925 seconds  |
./spec/lib/config_spec.rb[1:1:1]                                 | passed  | 0.00214 seconds |
./spec/lib/config_spec.rb[1:1:2]                                 | passed  | 0.00214 seconds |
./spec/lib/config_spec.rb[1:1:3]                                 | passed  | 0.00201 seconds |
./spec/lib/config_spec.rb[1:1:4]                                 | passed  | 0.00516 seconds |
./spec/lib/config_spec.rb[1:1:5]                                 | passed  | 0.00197 seconds |
./spec/lib/config_spec.rb[1:1:6]                                 | passed  | 0.00116 seconds |
./spec/lib/config_spec.rb[1:1:7]                                 | passed  | 0.00194 seconds |
./spec/lib/config_spec.rb[1:2:1]                                 | passed  | 0.00288 seconds |
./spec/lib/config_spec.rb[1:2:2]                                 | passed  | 0.00254 seconds |
./spec/lib/config_spec.rb[1:2:3]                                 | passed  | 0.00175 seconds |
./spec/lib/config_spec.rb[1:3:1]                                 | passed  | 0.00311 seconds |
./spec/lib/config_spec.rb[1:3:2]                                 | passed  | 0.00173 seconds |
./spec/lib/config_spec.rb[1:3:3]                                 | passed  | 0.00171 seconds |
./spec/lib/config_spec.rb[1:4:1]                                 | passed  | 0.00099 seconds |
./spec/lib/config_spec.rb[1:4:2]                                 | passed  | 0.00094 seconds |
./spec/lib/config_spec.rb[1:5:1]                                 | passed  | 0.00243 seconds |
./spec/lib/config_spec.rb[1:5:2]                                 | passed  | 0.00229 seconds |
./spec/models/document_spec.rb[1:1:1]                            | passed  | 1.69 seconds    |
./spec/models/document_spec.rb[1:1:2]                            | passed  | 0.0034 seconds  |
./spec/models/document_spec.rb[1:1:3]                            | passed  | 0.00371 seconds |
./spec/models/document_spec.rb[1:1:4]                            | passed  | 0.00371 seconds |
./spec/models/document_spec.rb[1:2:1]                            | passed  | 0.0018 seconds  |
./spec/models/document_spec.rb[1:2:2]                            | passed  | 0.00172 seconds |
./spec/models/document_spec.rb[1:3:1]                            | passed  | 0.01823 seconds |
./spec/models/document_spec.rb[1:3:2]                            | passed  | 0.01716 seconds |
./spec/models/document_spec.rb[1:4:1]                            | passed  | 0.00768 seconds |
./spec/models/document_spec.rb[1:4:2]                            | passed  | 0.01197 seconds |
./spec/parsers/query_parser_spec.rb[1:1:1]                       | passed  | 0.00062 seconds |
./spec/parsers/query_parser_spec.rb[1:1:2]                       | passed  | 0.00049 seconds |
./spec/parsers/query_parser_spec.rb[1:1:3]                       | passed  | 0.0006 seconds  |
./spec/parsers/query_parser_spec.rb[1:1:4]                       | passed  | 0.00054 seconds |
./spec/parsers/query_parser_spec.rb[1:1:5]                       | passed  | 0.00055 seconds |
./spec/parsers/query_parser_spec.rb[1:1:6]                       | passed  | 0.00056 seconds |
./spec/parsers/query_parser_spec.rb[1:2:1]                       | passed  | 0.00067 seconds |
./spec/parsers/query_parser_spec.rb[1:2:2]                       | passed  | 0.00066 seconds |
./spec/parsers/query_parser_spec.rb[1:2:3]                       | passed  | 0.00109 seconds |
./spec/parsers/query_parser_spec.rb[1:2:4]                       | passed  | 0.00104 seconds |
./spec/parsers/query_parser_spec.rb[1:2:5]                       | passed  | 0.00108 seconds |
./spec/parsers/query_parser_spec.rb[1:2:6]                       | passed  | 0.00107 seconds |
./spec/parsers/query_parser_spec.rb[1:2:7]                       | passed  | 0.00107 seconds |
./spec/parsers/query_parser_spec.rb[1:2:8]                       | passed  | 0.00097 seconds |
./spec/parsers/query_parser_spec.rb[1:2:9]                       | passed  | 0.00107 seconds |
./spec/parsers/query_parser_spec.rb[1:2:10]                      | passed  | 0.00098 seconds |
